VOLUME_NET_OVER_WT,TEXTURE_GLRLM_ED_T1Gd_LGRE,TEXTURE_GLSZM_NET_FLAIR_LZHGE,SOLIDITY_ED,TEXTURE_GLCM_NET_T2_Contrast,HISTO_ET_FLAIR_Bin5,TEXTURE_GLRLM_ED_T2_GLN,HISTO_ET_T1_Bin9,TEXTURE_GLCM_ET_FLAIR_Energy,HISTO_ED_T1Gd_Bin7,HISTO_NET_T1_Bin1,TEXTURE_GLSZM_ED_T2_LGZE,HISTO_ET_T1_Bin5,TEXTURE_GLRLM_ED_FLAIR_HGRE,HISTO_NET_FLAIR_Bin10,TEXTURE_GLCM_ET_FLAIR_Dissimilarity,HISTO_ED_FLAIR_Bin10,TEXTURE_GLCM_ED_T2_Variance,SPATIAL_Temporal,SPATIAL_Insula,TEXTURE_GLSZM_ED_T2_SZE,TEXTURE_GLRLM_ED_T2_GLV,HISTO_ET_T1_Bin8,INTENSITY_Mean_ET_FLAIR,TEXTURE_GLRLM_ED_T1Gd_LRLGE,SPATIAL_Frontal,HISTO_NET_T2_Bin2,HISTO_NET_FLAIR_Bin6,HISTO_NET_T2_Bin7,TEXTURE_GLRLM_ED_T1_SRLGE,TEXTURE_GLOBAL_ED_T1Gd_Skewness,HISTO_NET_T1_Bin4,TEXTURE_GLSZM_NET_T2_SZLGE,TEXTURE_GLSZM_ET_T1_ZSV,TEXTURE_GLOBAL_ED_T1_Skewness,TEXTURE_GLCM_NET_T2_Homogeneity,TEXTURE_GLSZM_ED_FLAIR_SZHGE,HISTO_ET_T2_Bin4,TEXTURE_GLSZM_ED_FLAIR_LZLGE,TGM_Cog_Y_1,TEXTURE_GLSZM_ED_T1Gd_GLN,TEXTURE_GLCM_ED_T1Gd_Correlation,TEXTURE_GLSZM_ET_T2_LZLGE,TEXTURE_GLCM_NET_T2_Variance,TEXTURE_GLSZM_ED_T1_LZHGE,TEXTURE_GLRLM_ET_T2_LGRE,VOLUME_ET_OVER_NET,TEXTURE_GLSZM_ED_T2_LZLGE,TEXTURE_GLSZM_ED_FLAIR_SZE,TEXTURE_GLRLM_NET_T2_LRLGE,INTENSITY_Mean_ED_T1Gd,TEXTURE_GLRLM_NET_FLAIR_GLN,TEXTURE_GLRLM_NET_T2_GLN,TEXTURE_GLSZM_ED_T1Gd_SZHGE,HISTO_ET_T1_Bin1,HISTO_NET_T1Gd_Bin7,TEXTURE_GLSZM_NET_T1_SZHGE,TEXTURE_GLRLM_ED_T1Gd_RLV,TEXTURE_GLRLM_NET_T1Gd_GLV,HISTO_NET_T1_Bin5,HISTO_ET_T1_Bin10,TEXTURE_GLOBAL_NET_T2_Variance,TEXTURE_GLRLM_NET_T2_SRHGE,TEXTURE_GLOBAL_ED_FLAIR_Kurtosis,TEXTURE_NGTDM_ED_T1_Coarseness,HISTO_NET_T2_Bin8,TEXTURE_GLOBAL_ET_FLAIR_Skewness,TGM_dw,HISTO_ED_T2_Bin1,TEXTURE_GLRLM_ED_FLAIR_GLV,INTENSITY_STD_ED_T2,TEXTURE_GLRLM_ET_T2_LRHGE,HISTO_ET_FLAIR_Bin7,TEXTURE_NGTDM_NET_T1Gd_Contrast,TEXTURE_GLCM_NET_FLAIR_Correlation,HISTO_ET_T1_Bin4,INTENSITY_STD_ED_FLAIR,HISTO_ET_T1_Bin6,TEXTURE_GLOBAL_NET_T2_Kurtosis,HISTO_ED_T2_Bin7,ECCENTRICITY_NET,VOLUME_WT_OVER_BRAIN,HISTO_ED_T1Gd_Bin2,TEXTURE_GLCM_ED_T1_Variance
0.026560731,0.020258,5014.4763,0.60449,70.5874,13.8252,0.016802,2.3301,0.0011388,0.11824,0.99933,0.014636,25.3981,1217.3777,14.1239,5.2282,4.577,0.07821,0.0,0.0,0.63697,0.017594,3.9612,227.7189,0.056162,10.0488,1.8654,15.7229,10.4597,0.01756,-0.043171,10.926,0.010083,1.5133e-05,-0.34304,0.27381,602.9207,27.2621,6.1685,0.127695,0.023302,0.8547,0.49287,0.066421,395570.9645,0.023711,1.715522985,2.6126,0.6585,0.031248,113.2235,0.021208,0.018422,499.7739,1.4757,23.6509,572.3579,2.2734e-05,0.072809,21.8521,4.0777,329.2333,1057.5177,-1.19,0.00054532,6.6622,0.067465,7.5e-07,1.6706,0.017459,20.5692,1284.9139,16.0,1.3183,0.83598,13.7087,21.7975,21.2816,-1.1207,2.4239,0.6355,0.038803992,0.23839,0.041216
0.2119256839999999,0.019249,22575.056,0.1824599999999999,87.2082,3.8266,0.016856,0.2559599999999999,0.00082972,0.47142,0.079842,0.014497,10.2288,1140.2259,1.6714,7.3349,6.4367,0.078995,66.2129,2.8634,0.67497,0.022811,0.37114,196.6597,0.054581,27.6821,1.7246,6.1692,11.1247,0.0163689999999999,0.0010779,47.964,0.0060006999999999,8.889200000000001e-07,0.00081377,0.28055,634.743,17.0309,2.6615,0.129166,0.017099,0.7664,7.4907,0.068888,33397.3686,0.021911,1.6636503969999998,1.4878,0.7595,0.0411329999999999,92.3015,0.019037,0.017062,1024.6308,0.18557,10.47,1028.5777,1.7596e-05,0.03233,17.7942,0.10878,335.6274,1178.2087,-1.2103,0.00042356,3.2469,-0.081471,3.812499999999999e-09,0.0051803999999999,0.016769,16.0804,1702.2502,22.9147,1.2008,0.77413,40.7007,22.3056,2.5148,-1.1554,24.8167,0.79914,0.0564703379999999,1.1863,0.078657
0.011014007,0.0169449999999999,2306.1067,0.4409899999999999,78.9878,11.3093,0.016957,2.2964,0.00097994,23.1167,1.6304,0.0137159999999999,27.4901,988.3135,2.0380000000000003,6.4643,29.6093,0.078571,1.5357,0.0,0.61247,0.018039,7.6529,198.4255,0.065723,0.0,5.162999999999999,19.0217,15.3533,0.012301,0.0027804,13.7228,0.016605,1.2765e-06,0.013877,0.27535,460.7375,18.1595,7.9781,0.183424,0.017567,0.8609,7.5632,0.065179,167732.2708,0.022366,24.3763587,4.3664,0.72413,0.02755,97.0495,0.019543,0.0167539999999999,947.3771,0.22853,15.4891,1161.6955,2.0026e-05,0.08842,10.7337,0.31771,345.8818,1309.2987,-1.0455,0.00047054,26.2228,0.054582,1.03187e-07,0.016616,0.018886,18.2555,1887.1825,27.8357,1.385,0.50476,8.2325,20.4989,34.3069,-1.2389,34.5047,0.6531,0.0534976759999999,0.010385,0.076647
0.0100224459999999,0.020887,2884.2819,0.5543100000000001,67.8082,15.5235,0.017938,6.7389,0.00095711,0.03033,5.9896,0.010574,15.7641,787.9931,35.6771,6.8222,2.8152,0.065341,100.0,0.0,0.6575,0.015084,17.8099,220.5894,0.054583,0.0,20.8333,20.3125,4.9479,0.0166879999999999,-0.052408,15.625,0.013431,1.0859e-05,-0.0081119,0.27823,304.968,13.1167,1.7123,0.0962562,0.026373,0.93499,0.41966,0.048586,550559.8368,0.025867,4.328125,4.3689,0.64794,0.027804,131.8402,0.0208509999999999,0.020837,365.1503,0.36101,16.1458,587.198,2.2043e-05,0.040918,13.8021,0.54152,315.7381,991.9885,-1.1266,0.00098817,2.6042,0.1474099999999999,7.5e-07,0.99813,0.013177,18.5509,1459.2079,8.1829,0.37869,0.9247,10.6498,28.2802,18.4717,-1.0152,4.3978,0.5977100000000001,0.02607402,0.6948300000000001,0.0564529999999999
0.141040155,0.018935,124243.6609,0.34839,73.3852,17.7593,0.017102,8.4912,0.0013183,0.026243,0.0661,0.013036,20.308,1325.4919,8.4325,6.015,0.12247,0.078808,0.36973,0.0,0.68391,0.019977,11.3398,142.4796,0.057986,13.0536,2.6818,26.5061,4.0604,0.015097,-0.039481,20.9821,0.0054831,3.8874e-06,-0.030443,0.3119699999999999,669.5463,10.4402,1.3061,0.14347,0.018928,0.93801,3.8794,0.06708,634921.4143,0.022906,0.692823418,1.8827,0.71214,0.043953,126.3991,0.0194669999999999,0.017844,783.318,0.12267,14.8631,682.6535,1.1016e-05,0.048379,26.9877,1.2812,333.2952,1035.0446,-1.1948,0.00055247,4.2682,-0.042982,6.349999999999999e-08,0.0017495,0.016751,22.9457,1348.8719,11.4079,0.75078,0.90815,20.7033,22.3727,14.0384,-1.1498,18.902,0.6834899999999999,0.055568384,0.5038699999999999,0.078302
0.130518697,0.021142,28686.9715,0.55596,83.1381,13.3105,0.016644,10.7011,0.00097223,26.5219,0.40665,0.0094852,11.7554,1339.4256,24.9908,5.8408,11.3243,0.078127,13.7733,0.0,0.65903,0.025203,12.1771,202.4437,0.046299,0.0,0.36969,9.8706,23.6599,0.021411,0.020505,7.5046,0.0051008,6.25e-06,0.0098734,0.27177,663.7327,20.427,0.40934,0.144531,0.018866,0.86342,0.81274,0.082008,39222.5768,0.023236,1.4025878,4.0833,0.69402,0.032665,129.6546,0.017199,0.01664,740.4231,0.10543,23.475,995.5793,3.1409e-05,0.044155,18.1885,30.9436,342.4011,1319.8333,-1.1977,0.0013802,11.719,1.2646e-05,1e-09,0.021088,0.028682,27.6216,1654.6072,21.6131,0.81927,0.93836,7.67,32.9633,13.5741,-1.2099,23.0915,0.62566,0.013763603,0.19682,0.064157
0.437800361,0.019771,890285.7285,0.22291,77.181,0.0,0.016819,0.0,0.0,7.4021,7.642,0.0099509,0.0,1320.4559,13.8717,0.0,10.8921,0.076936,0.0,0.0,0.63894,0.018505,0.0,0.0,0.082642,100.0,1.5277,3.3036,8.0196,0.020196,-0.0013689,15.2001,0.0043394,0.0,0.0031673,0.31994,558.3461,0.0,1.5926,0.107495,0.019461,0.97833,0.0,0.070404,5512882.034,0.0,0.0,6.3927,0.66743,0.049862,82.0998,0.018489,0.017205,619.8166,0.0,1.9157,585.1919,1.0653e-05,0.014739,13.8892,0.0,336.505,1135.9982,-1.1976,0.0025756,2.2583,0.0,1.17e-07,0.0054447,0.022196,21.0706,0.0,0.0,0.38784,0.93892,0.0,32.1489,0.0,-1.1658,19.6145,0.73508,0.047114661,10.0373,0.080288
0.177569423,0.019988,252218.325,0.34225,54.3357,17.7966,0.016552,0.57925,0.0014759,17.0155,0.030288,0.0109719999999999,45.0745,1274.1793,14.6593,3.626,0.59587,0.079208,99.2944,0.068082,0.6379600000000001,0.02443,1.048,158.326,0.053381,0.0,1.4437,20.7572,12.3776,0.0205389999999999,0.0015417999999999,12.0646,0.0095217,1.8287e-06,0.039178,0.30821,588.6694,23.5624,1.9074,0.140048,0.01676,0.86826,8.7612,0.08141,94363.8204,0.022556,2.649268046,2.2445,0.67575,0.041601,120.2376,0.016375,0.016522,947.7923,0.060973,5.9566,358.1951,1.4987e-05,0.030569,37.5972,0.18673,341.3607,1240.5313,-1.2442,0.00085217,9.8637,-0.0005792999999999,1e-09,0.93201,0.0162889999999999,22.0316,1919.1067,20.205,0.86595,0.93728,28.2992,31.6367,17.1716,-1.1987,5.3323,0.82886,0.035584149,2.4344,0.072978
0.453149122,0.022252,460485.2488,0.41535,40.1428,21.4286,0.01628,9.8214,0.00092689,31.0591,0.030187,0.008057,12.5,1286.5179,1.2851,11.0753,5.0432,0.076221,0.46203,35.7494,0.60039,0.019297,8.0357,138.8274,0.039903,23.7655,0.32343,13.873,31.916,0.02127,-0.29054,12.0661,0.0055897,6.7446e-05,-0.040128,0.34104,662.344,13.8393,1.9372,0.11077,0.024119,0.84187,0.094305,0.046215,213223.2192,0.023699,0.009659753,6.7759,0.70135,0.041462,126.7518,0.024638,0.020465,415.524,0.89286,8.159,522.1544,1.3231e-05,0.014086,38.0827,20.0893,302.3606,829.1407,-1.2364,0.0008332,26.5428,0.013723,1e-09,0.91859,0.018406,29.4591,1458.4711,11.6071,0.1983,0.92532,10.2679,31.8728,12.9464,-0.94082,9.2831,0.78196,0.040588108,0.039625,0.061245
0.141056389,0.0208129999999999,85452.9437,0.47863,80.2662,18.7469,0.016859,6.3645,0.00073846,0.94467,0.079083,0.0147599999999999,16.774,1291.2493,18.4131,7.8643,0.0117349999999999,0.078059,0.0,2.4865,0.6501899999999999,0.017236,12.5475,173.6525,0.049707,63.4127,0.72492,10.1358,29.656,0.017947,0.0027398,14.2349,0.011897,2.6723e-06,0.0995429999999999,0.28058,696.9945,12.8777,1.0272,0.0882488999999999,0.016826,0.86941,1.0228,0.054019,423525.598,0.023735,1.596678529,5.7259,0.7270300000000001,0.035404,129.2927,0.016415,0.018385,986.8772,0.95757,13.6154,691.768,1.9792e-05,0.048948,14.7489,7.0414,329.7357,1051.0817,-1.2006,0.001114,30.2227,0.041055,1e-09,4.7644,0.012537,21.7466,1678.0994,26.6469,0.8912100000000001,0.91645,11.9036,19.0174,15.5935,-1.1337,1.0884,0.69653,0.038325416,4.0838,0.070721
0.034353346,0.0152319999999999,23691.6142,0.53777,99.4778,10.5128,0.016565,0.70138,0.0011542,2.1921,0.030516,0.019316,5.0444,1306.3226,0.30516,4.9284,17.9147,0.077952,0.0,4.9368,0.65617,0.014068,1.0144,181.2728,0.088115,71.96300000000001,0.3356699999999999,20.1404,27.4947,0.0094098999999999,0.00085931,50.8697,0.0049867,2.7494e-06,0.0400779999999999,0.26965,526.8145,15.0816,0.79322,0.0888993,0.023112,0.92681,3.0401,0.059433,282706.8867,0.021959,7.700945987000001,2.8885,0.67327,0.036269,109.4836,0.022244,0.018002,587.4701,0.11888,0.1220599999999999,179.0087,1.4089e-05,0.0284649999999999,18.462,1.1729,324.4378,1115.4321,-1.1998,0.00058034,29.0815,-0.00030689,9.81875e-08,0.092706,0.016876,31.9668,1849.2125,32.3506,0.50449,0.89574,24.1124,40.9634,1.7792,-1.0796,17.022000000000002,0.74876,0.073738102,2.2279,0.048617
0.522832748,0.01707,3179322.495,0.36725,48.9895,13.5135,0.017501,35.5212,0.001495,8.2473,0.018504,0.0051815,2.6062,1320.3451,8.6729,5.1442,8.3388,0.073538,0.21615,1.8149,0.62208,0.010175,22.7799,196.0449,0.088571,84.586,0.11419,6.9531,35.7993,0.012732,-0.0021888,19.1708,0.003091,0.00018631,0.017448,0.34231,619.9361,6.8533,106.1464,0.0705026,0.018683,0.95949,0.44209,0.077501,3442214.153,0.023153,0.005477077,74.2241,0.67001,0.04706,93.2602,0.017759,0.016663,657.6116,0.096525,0.17975,438.4726,7.84e-06,0.015422,55.8043,17.6641,343.8046,1207.7232,-1.2005,0.00027448,37.6068,0.1722,1e-09,0.49186,0.010414,33.3711,1050.2696,11.39,0.39033,0.93815,0.48263,27.7802,6.4672,-1.2221,33.2294,0.39869,0.224521674,1.5531,0.05131
0.383784623,0.019167,197597.5405,0.22373,43.6582,0.0821139999999999,0.018044,35.5453,0.0011379,11.5638,0.016173,0.01175,0.1693599999999999,815.1295,0.052561,5.5927,9.8037,0.0622049999999999,93.6527,2.6104,0.68679,0.023882,43.0947,203.9728,0.05574,0.42785,0.24663,34.7835,18.6876,0.019643,0.0053132,22.4882,0.0091728,1.4972999999999998e-06,0.099967,0.37588,493.4646,1.2728,1.4429,0.122245,0.016703,0.8892399999999999,3.3382,0.052225,178172.07100000005,0.023148,0.787813852,2.0845,0.72645,0.043279,94.6269,0.0194699999999999,0.019261,1054.3162,0.097511,1.1321,575.3828,1.4599e-05,0.018044,34.456,9.048,315.3494,902.9013,-0.94965,0.0020107,36.5423,0.050998,2.725e-08,0.049439,0.026579,11.917,1641.3042,9.4791,0.46784,0.89502,0.056454,16.9133,1.2215,-1.0174,16.8735,0.7434,0.045148775,0.049439,0.056962
0.655583475,0.023225,245178.0052,0.33335,54.747,1.8349,0.01674,3.6697,0.0028685,8.4768,42.4503,0.017102,20.1835,1358.2558,2.1348,7.8501,1.9865,0.075986,0.0,0.0,0.68622,0.033039,2.7523,137.4647,0.033801,99.535,2.0189,27.6718,13.7668,0.02074,-0.0020467,8.9446,0.0063712,9.4694e-05,0.00044103,0.34815,771.9521,16.5138,0.34085,0.104943,0.017146,0.80094,0.057222,0.071022,23534.9791,0.030956,0.004857831,0.35951,0.79032,0.045853,58.621,0.016487,0.016969,832.7263,1.8349,2.6206,1003.196,2.2413e-05,0.023798,6.3152,0.91743,339.7195,1067.8437,-1.1996,0.0013865,5.4105,-0.68097,1e-09,0.068499,0.028452,23.266,489.1181,2.7523,0.42892,0.82806,23.8532,23.0864,15.5963,-1.1869,13.5114,0.55268,0.023140545,13.2374,0.078691
0.89357981,0.024447,10414380.31,0.066528,44.0682,0.21702,0.016755,27.4015,0.0026677,1.0419,0.014827,0.0070446,0.34266,611.7831,5.0609,2.8499,0.12362,0.070853,15.8559,0.29691,0.69705,0.030273,62.3872,168.2873,0.03726,10.7814,0.19216,8.8265,30.1276,0.021674,-0.09994,0.13167,0.0051506,9.84e-06,-0.23273,0.38331,427.7313,1.5534,0.25391,0.167317,0.019083,0.94274,2.3364,0.080392,28171.5189,0.022736,0.051925792,3.6947,0.81367,0.078702,116.206,0.017154,0.016693,707.07,0.011422,8.7239,422.67,2.6189e-05,0.013273,0.74671,3.8721,341.2693,1197.5534,-1.1384,0.0031819,12.1573,-0.31037,7.5e-07,2.6137,0.020024,14.7574,1753.356,0.47973,0.37937,0.93547,0.091376,10.9597,0.79954,-1.2031,1.3422,0.60054,0.111386795,16.1325,0.03925
0.238113374,0.0138129999999999,306990.3623,0.40818,66.1707,36.52,0.016502,1.8646,0.0011897,0.78346,0.056121,0.017123,45.6611,1245.2935,0.44336,6.0999,0.011488,0.076949,83.50399999999999,0.0,0.62956,0.010431,2.491,119.9315,0.097498,0.0,2.2533,21.7274,20.8912,0.0090471,0.040788,32.441,0.0034007,1.7225999999999998e-06,0.0057929999999999,0.3254599999999999,520.4069,15.1685,1.7781,0.146969,0.019773,0.95522,18.769,0.084025,927116.3831,0.019348,0.756994135,11.2018,0.6981,0.061264,76.9716,0.016316,0.01625,901.6199,0.15198,1.375,873.3852,1.1682e-05,0.0265079999999999,33.3446,4.2406,341.3206,1230.6423,-1.213,0.00048042,17.0862,-0.018764,1.16e-07,1.0569,0.012593,25.7399,1745.7494,5.2860000000000005,0.48725,0.90456,10.9315,17.5236,29.0544,-1.2025,3.0247,0.65518,0.09556783,13.259,0.077259
0.00774205,0.017377,2977.5171,0.8897,18.8925,8.0871,0.016492,13.3748,0.0025463,7.9698,0.45767,0.010994,13.8414,1053.8981,12.1281,3.1482,0.7674,0.080787,0.0,0.0,0.53775,0.016612,13.9969,153.4996,0.074295,100.0,27.0023,14.6453,2.2883,0.017132,0.039402,2.5172,0.008916,2.4692e-05,0.11457,0.3595,476.3097,24.987,6.9135,0.0734535,0.019154,0.92538,1.1829,0.0206,3376485.064,0.022738,4.414187643,19.0241,0.67267,0.026331,77.4138,0.029349,0.029586,713.3981,0.31104,1.6018,343.6888,1.1985e-05,0.082408,4.119,8.7092,254.2221,552.1427,-1.0485,0.0012534,0.45767,-0.16701,7.5e-07,0.20526,0.010637,22.9069,1050.5362,20.5288,0.86464,0.91109,4.4583,21.019,23.7429,-0.66932,14.906,0.77922,0.030994033,2.6424,0.058201
0.141595,0.018113,222010.6318,0.5195,40.3441,1.0822,0.016411,0.029187,0.0013390999999999,2.7455,0.0034569,0.010145,82.5168,1310.4473,0.2316099999999999,4.0922,27.6383,0.080665,2.1248,6.4743,0.60793,0.0099592,0.089807,184.2932,0.065813,75.9053,0.0,15.9776,14.9613,0.0092626,0.14853,68.0932,0.0057959,8.8182e-07,0.1082,0.35605,597.4662,0.029187,11.3875,0.0756234,0.021251,0.91836,4.3796,0.077937,1791482.2319999998,0.022328,1.539684735,43.2795,0.63915,0.044585,107.6265,0.0188319999999999,0.01622,620.9047,0.020207,1.2756,673.3859,1.7294e-05,0.015534,29.9537,0.013471,339.9733,1223.838,-1.2477,0.00034855,18.1692,0.0704149999999999,2.1625e-08,0.047389,0.010626,35.637,1625.7168,34.9371,0.41844,0.95486,11.163,30.4231,5.9273,-1.21,20.2885,0.76595,0.123563199,0.011465,0.0625899999999999
0.327500668,0.022055,461653.3693,0.2545199999999999,49.3015,28.5082,0.02072,7.4876,0.0014089,0.17264,1.5878,0.0201289999999999,2.3924,681.409,4.6605,3.741,0.67189,0.049924,90.5952,0.0,0.67019,0.017013,37.4721,165.9849,0.052582,0.0,0.42915,42.6015,24.5902,0.018257,-0.0072915,0.93554,0.0037989,4.4796e-06,0.0627,0.35225,304.0456,0.55267,1.4714,0.153592,0.020047,0.96853,7.0531,0.058989,282965.0074,0.021647,1.133679513,1.3001,0.66284,0.055409,141.4166,0.017572,0.018473,720.2776,0.034069,8.613,684.2961,1.5932e-05,0.029054,1.7595,0.21577,322.617,959.5778,-1.0506,0.0018099,9.7631,0.1240599999999999,1e-09,0.0046659,0.012281,26.2758,1584.2979999999998,13.4194,0.52047,0.96314,0.91986,27.6843,10.4705,-1.0722,9.1219,0.45902,0.059284892,1.0592,0.04051
0.003187182,0.023137,1400.4737,0.54577,58.7618,33.4309,0.016788,43.9273,0.0011907,33.4066,2.027,0.011837,0.33688,1279.718,7.4324,5.4523,9.8406,0.079897,0.0,0.0,0.64816,0.017441,17.6064,168.6124,0.045113,46.0039,0.0,14.1892,19.5946,0.020706,0.0018608,2.027,0.011276,1.9875e-05,-0.011042,0.29523,670.3721,11.6046,2.3399,0.131503,0.023794,0.94923,13.9308,0.012755,910585.1978,0.018449,76.21621622,4.4267,0.67909,0.026649,148.4828,0.026002,0.038383,409.8795,0.0088652,14.1892,338.9511,1.7426e-05,0.099143,0.67568,33.1826,232.8395,453.4134,-1.245,0.00099176,45.9459,0.066782,1e-09,2.5023,0.023237,23.5839,1416.7228,11.3209,0.42787,0.8386,0.088652,34.5674,0.85106,-0.46633,9.8435,0.73596,0.032630426,0.10569,0.047877
0.658104494,0.021297,524922.7259,0.21302,22.0263,4.6105,0.017295,0.60423,0.00077661,24.7815,0.044262,0.012828,14.7511,1238.0184,0.13547,7.4679,0.44666,0.074217,0.013734,0.73136,0.73976,0.023648,16.6163,159.9973,0.046785,95.6256,0.0053651,4.111,3.8159,0.017357,-0.021987,42.7021,0.0070854,2.31e-06,-0.01266,0.43249,750.1383,0.45974,0.63437,0.0788515,0.019564,0.85684,1.5564,0.038598,40625.897,0.021722,0.102111165,2.1875,0.74426,0.046267,109.3861,0.032042,0.024825,752.0431,0.039406,9.4613,485.7473,2.4214e-05,0.010815,8.2797,0.039406,337.2058,770.4874,-1.2521,0.00052,11.7496,-0.0079896,1e-09,0.6973,0.023307,26.4393,1287.5055,12.2159,0.26793,0.94017,4.7813,32.96,29.3577,-1.0389,9.2834,0.60777,0.087062809,0.093188,0.074386
0.0857392219999999,0.017793,262451.123,0.29474,81.5904,1.0811,0.0163169999999999,15.5278,0.0013861,9.5694,5.3769,0.0082826,0.055637,1125.3909,0.71192,4.5541,2.6978,0.080596,0.1113099999999999,1.5508,0.69313,0.0132129999999999,61.5371,177.3807,0.061692,67.8659,0.89302,13.4016,17.542,0.012647,-0.11051,18.6536,0.0043799,3.9841000000000003e-07,-0.022694,0.2757199999999999,568.6138,6.1542,5.466,0.073845,0.021068,0.93716,10.2893,0.07667,868736.1342,0.020297,4.938737276,11.14,0.70741,0.0389,153.0089,0.0215169999999999,0.016691,864.6046,0.094836,13.1206,756.078,1.5518e-05,0.036269,15.1877,2.0168,341.2572,1276.3567,-1.1884,0.0004661,23.5496,-0.012418,1e-09,0.048,0.011867,23.1197,1873.4665,40.3407,0.69096,0.96575,0.002529,26.8774,1.6249,-1.204,4.5665,0.6853,0.137668313,3.8433,0.081161
0.0843224069999999,0.016752,88642.3706,0.42133,49.8665,22.1338,0.017099,6.3627,0.0016965,0.058753,0.0474459999999999,0.0051395,13.0065,1328.3947,13.5379,3.4622,18.1546,0.082255,0.0,0.0,0.66625,0.01099,20.5211,181.7533,0.0691669999999999,85.6318,1.7239,11.4028,16.1948,0.017124,-0.018808,5.994,0.010302,1.6669e-06,-0.0185129999999999,0.32248,600.6634,14.5006,3.8723,0.0811256,0.023367,0.87884,7.6156,0.069952,183332.9984,0.021656,4.668037324,25.3733,0.66223,0.032582,129.5486,0.016738,0.016641,606.2344,0.006776,20.4492,828.1615,1.8507e-05,0.03744,16.9698,0.1423,341.8111,1275.4727,-1.2005,0.00079716,10.8493,0.12086,1e-09,1.0627,0.016425,28.2884,1623.0448,10.0081,0.7397699999999999,0.97177,3.5811,41.4776,26.6804,-1.206,16.4074,0.5757,0.052492273,4.1561,0.03676
0.0251547,0.021147,5135.0067,0.39531,77.6308,10.4982,0.017353,1.21,0.0014213,19.3416,1.0189,0.012001,15.8007,979.6227,9.7525,4.6868,5.1734,0.066108,0.0,0.0,0.65363,0.015554,8.2562,130.7553,0.047173,0.0,12.0815,24.4541,6.8413,0.017602,0.058288,4.9491,0.010792,1.0604e-05,0.036672,0.28987,522.4122,14.1993,1.2487,0.164405,0.018262,0.83317,0.40526,0.068971,93308.5313,0.025736,4.090247453,2.8948,0.69364,0.034295,94.9895,0.017399,0.018866,798.8165,0.46263,15.8661,966.6035,2.1328e-05,0.11407,6.6958,0.10676,333.4672,1002.7802,-1.09,0.00083318,3.4934,-0.088896,1e-09,2.5741,0.014851,14.7777,966.807,36.0854,1.3387,0.89133,5.4093,16.397,34.5196,-1.1348,3.7625,0.75207,0.020117267,0.29814,0.070545
0.038845093,0.0152819999999999,45740.2658,0.43733,91.1124,5.19,0.016638,30.1349,0.0015278,0.0194599999999999,0.033406,0.014181,6.6286,1333.8499,3.2404,4.7699,0.44458,0.0786159999999999,97.6496,0.0,0.65091,0.013302,37.3279,171.6788,0.07832,0.0,0.0,4.3427,25.3048,0.011182,0.029868,0.0,0.0024159,3.4669e-06,0.0068514,0.28933,652.6155,7.013999999999999,3.6829,0.1479059999999999,0.019587,0.94504,12.5465,0.0768679999999999,1112306.899,0.016117,2.426590947,4.3212,0.69502,0.044696,84.5129,0.018338,0.016543,738.0816,0.034416,8.4683,422.3257,1.4403e-05,0.037526,0.0,8.4458,341.271,1326.5364,-1.1966,0.00027333,8.1009,-0.00055243,7.34375e-07,0.21031,0.015484,23.1238,1866.8551,17.9378,0.85716,0.91916,2.3747,25.0735,6.484,-1.2,7.486000000000001,0.93834,0.103156713,25.5011,0.064564
0.060752198,0.017501,31517.0161,0.44982,67.9757,3.7044,0.0194419999999999,6.1994,0.0012811,0.0080063999999999,0.038722,0.0099655,39.1373,1257.2758,3.9206,4.8661,0.016902,0.0600529999999999,61.539,0.0,0.63377,0.0154639999999999,6.5546,167.9881,0.07786,0.0,11.5779,26.9506,8.4608,0.016242,0.080776,4.1045,0.0030001999999999,1.1019e-06,0.1195,0.32283,623.6567,15.1348,4.4576,0.155925,0.024457,0.93805,22.5871,0.0792929999999999,1023857.267,0.017374,4.5784123910000005,21.6067,0.67193,0.050689,106.6102,0.02136,0.016323,518.0874,0.23893,9.5644,825.1855,1.297e-05,0.027744,58.5866,6.0873,341.1522,1307.9872,-1.2352,0.00028111,3.0978,0.066494,2.6625000000000002e-08,0.26599,0.014622,28.3116,2061.5355,44.9308,0.5816,0.81101,1.2031,19.3212,31.3966,-1.2008,30.2829,0.69552,0.110146341,11.5408,0.033507
0.714592201,0.024013,694461.0263,0.22884,20.2727,0.0,0.016951,0.0,0.0,0.1168,0.0083729,0.014875,0.0,842.9933,6.4902,0.0,4.5611,0.06659,53.8392,6.3141,0.70994,0.032224,0.0,0.0,0.039485,14.0091,0.064591,16.1932,6.2653,0.021132,0.013238,31.1879,0.0075497,0.0,-0.016553,0.44906,504.5756,0.0,1.8457,0.114863,0.017501,0.72492,0.0,0.053949,63617.0639,0.0,0.0,0.84719,0.73289,0.06112,107.1715,0.016271,0.019433,875.8728,0.0,0.090906,883.8291,1.9561e-05,0.013611,32.439,0.0,328.6246,857.6975,-1.2139,0.00042324,10.5128,0.0,1e-09,2.893,0.016466,27.7763,0.0,0.0,0.26837,0.93961,0.0,26.1155,0.0,-1.1269,3.6866,0.7735,0.090648332,37.8126,0.076557
